,ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
GO:0051174,BP,regulation of phosphorus metabolic process,1336,336,0.407425792184877,1,SH2B3;SH2D3C;AKAP9;TENM1;TNK2;FLOT1;GDF11;SPRY1;CDKN1B;AKAP8;CDKN1C;DLC1;RACK1;ADARB1;TAB1;MERTK;NPFFR2;MALT1;FERMT2;RBPMS;RIPK3;PWP1;GLMN;CHEK2;IRAK3;AKAP13;CD300A;PARK7;CHRM5;ADCY8;FCRL3;IL22RA2;NIBAN1;CCR7;CNTN1;ACMSD;PRRC1;ADORA1;ATPSCKMT;CLDN3;CRKL;PARP1;CSK;LACC1;CSNK1D;CSPG4;PIK3R6;MOB3C;PROM2;GDF7;DAB2IP;DAB1;DGKQ;BMPER;DLG1;DLG4;DOCK3;DSCAM;DUSP6;DUSP7;DVL2;EFNA1;EFNA5;EGFR;EGR1;ABCA2;FLCN;EMP2;ENO1;C9orf72;DMTN;EPHA8;EPHB2;AK4;EPHB6;AKT1;ERN1;ABCA3;ACSL1;ACSL3;PTK2B;FBLN1;PPP1R35;FGF3;FGF4;FGF8;FGFR1;PPM1E;ATG14;INPP5F;TPX2;LIMCH1;TAB2;FLT4;CAMTA1;FN1;PLXNB2;ALK;SPDYA;FYN;XRCC6;WWTR1;ZBTB20;GCK;GCKR;GHR;LAT;GNAQ;SLCO3A1;IFNL1;RSPO1;GRB10;RGCC;GSK3A;GSTP1;ANXA2;NRG1;EHD4;HHEX;HLA-DRB1;HRAS;HSPA2;HSPB1;HSP90AA1;APOA1;ICAM1;IDH1;APOE;IGF1R;IGF2;IL2;IL11;IL12A;ILK;INCENP;INHBC;INSR;ISL1;ITGB2;ITPKB;JAK2;PTPRQ;SLC27A1;NHLRC1;KRAS;LDLR;LEPR;LHCGR;ARL2;LRP1;LRP5;LTK;LYN;ARRB2;MAPT;MAP3K5;MET;MIF;MLLT1;CCDC88C;PPP1R12A;NCK1;NEDD9;NF1;NGF;NODAL;NOS1;NPM1;NTRK3;ROR2;ATP2B4;OPRD1;P2RY1;PAK1;PRKN;HERC5;ZBTB7A;PRKAG2;PDE4D;PDE8A;PDGFB;PDGFRA;PDK2;PDK4;ENPP2;PFKFB2;PGF;PIK3R1;PIK3R2;PLEC;PRKAG3;PML;DNAJC10;CCNJ;PPEF2;NCAPG2;RASIP1;LIME1;BANK1;AVP;PPP6R3;PPP5C;SMPD3;PRR5;AMBRA1;PRKAA2;VAC14;PKIB;PRKAR1B;PRKAR2B;PRKCE;PRKCZ;MAPK1;PDGFC;MAP2K3;MAP2K5;MAP2K6;MAP2K7;PARD3;PSEN1;BCCIP;PMEPA1;BAD;CEMIP;PTH1R;PTK2;RPTOR;PTK6;ALS2;SPTBN4;CACTIN;RAD17;RANBP2;RAP1A;RB1;RBL2;TRIM27;ROBO1;BDNF;SERPINB3;NOD2;SFRP1;CCNI2;SMYD3;BMP4;BMP6;SLC8A1;SLC8A3;BMP8B;CAPRIN2;SPINK1;SRC;STK3;TAF7;TAL1;TBX1;TEC;TEK;TFAP4;NR2F2;TGFA;THBS4;THPO;THY1;TNF;TNXB;TP53;C3;HSP90B1;TRAF2;TRPC6;TSC2;UVRAG;VAV2;WARS1;YES1;LDLRAD4;ZNF16;DDR1;FZD5;DBNDD1;ADIPOR2;CCNJL;BORA;LPCAT1;CALM1;ZC3H12A;DBF4B;CALM2;ZFP91;SH3BP5L;HMGA2;CDK2AP1;TCL1A;SYMPK;CAPN2;AXIN1;ROPN1L;SNX25;DTNBP1;BCAR3;NLRC5;SPATC1L;CAMKK1;AKT1S1;TTBK1;PIK3R3;DGKZ;KNDC1;CBFA2T3;SLC4A4;FGF17;CCK;LDB1;CCKBR;SQSTM1;CCND3;WNT3A;CCNG2;DIRAS3;LDB2;ACVR1B;NEURL1;MYADM;MAP3K13;ACVR2A;CD4;MFHAS1;CAMK2N2;SH3BP5;CD36;SCARB1;BAG4;MACROH2A1;CD44;TRAF4;RUBCN;CD81;HDAC4;CDA;MAGI2;NUAK1;CDC25B;CDC42
GO:0006060,BP,sorbitol metabolic process,2,1,0.407656390090454,1,AKR1B1
GO:0046370,BP,fructose biosynthetic process,2,1,0.407656390090454,1,AKR1B1
GO:0006091,BP,generation of precursor metabolites and energy,453,100,0.407759001914925,1,GNPDA1;COX17;TRAP1;SORBS1;PDIA5;PARK7;ADH1C;ATPSCKMT;CYBA;ADRB3;CYP19A1;AGL;ENO1;ENO2;AK4;MTLN;AKT1;AK9;FOXK1;ALDOA;RPIA;ALDOC;AKR1B1;PASK;SIRT3;HAAO;SHPK;AFG1L;GALK1;ZBTB20;PHGDH;GCK;DNAJC15;GSK3A;DMGDH;HK2;ACADM;IDH1;IGF2;FOXK2;IDO1;INSR;NHLRC1;LEPR;ARL2;MDH1;MSH2;ASPH;MYC;NDUFA3;NDUFA7;NDUFC1;NDUFC2;NDUFS1;NDUFV1;OGDH;ATP5F1A;OXCT1;PCDH12;ZBTB7A;ATP5F1E;PRKAG2;PFKFB2;PFKP;ATP5PF;PGAM2;PHKB;PLEC;PRKAG3;PPP1CC;AVP;PRKAA2;OGDHL;NDUFA12;PSEN1;PYGB;PYGL;TRPV4;PRDM16;RBKS;PPP1R3G;AACS;SRD5A1;TP53;GFUS;UQCRC2;VGF;ACSS3;SLC25A22;NR4A3;RUBCNL;STK40;COA8;DYRK2;CAT;AKR7A2;CBFA2T3;ALDH4A1;SLC4A4;PPP1R3E;COQ10A;KL;COX5A;H6PD;NR1D1;HDAC4;EPM2AIP1;GFPT2
GO:0048742,BP,regulation of skeletal muscle fiber development,12,4,0.40810757256536,1,SHOX2;NIBAN2;HDAC9;HDAC4
GO:0015874,BP,norepinephrine transport,24,6,0.408207700760591,1,NISCH;HRH3;GHSR;P2RY1;SLC6A2;SLC22A1;SLC22A3
GO:0036339,BP,lymphocyte adhesion to endothelial cell of high endothelial venule,1,1,0.408378490031884,1,EXT1
GO:0060506,BP,smoothened signaling pathway involved in lung development,1,1,0.408378490031884,1,EXT1
GO:0060792,BP,sweat gland development,1,1,0.408378490031884,1,EXT1
GO:0061973,BP,membrane bone morphogenesis,1,1,0.408378490031884,1,EXT1
GO:0061974,BP,perichondral bone morphogenesis,1,1,0.408378490031884,1,EXT1
GO:0044257,BP,cellular protein catabolic process,747,182,0.408557983668307,1,CDK2;MARCHF6;ANAPC10;RACK1;CLGN;UBD;RBCK1;CLPX;USP20;MALT1;UBE2C;GLMN;ERLIN2;ADAMTS7;CHEK2;MAN1B1;SNF8;PARK7;GABARAP;RNF13;TRIM9;OMA1;FBXO17;AGAP3;CALR3;KLHL40;CSNK1D;FBXL16;C18orf25;DCST1;RNF187;COMMD1;CTSB;CTSH;DAB2IP;SH3RF2;OTUD7A;DDIT3;CDC20B;EFNA1;AMN1;ABCA2;AKT1;PTK2B;FHIT;DENND3;HECW1;CUL9;FBXL7;TRIM2;NEDD4L;ATP13A2;KLHDC2;SDF2L1;AFG1L;ARMC8;RNF19A;WWTR1;FBXO2;KLHL3;FBXO10;RNF11;LAMP3;SNX5;DISC1;GCLC;DESI1;HTRA2;GNA12;SIAH3;RNF149;RNF175;RNF180;GPX1;MYLIP;UHRF1;GSK3A;ANXA2;HSPA1A;HSP90AA1;UBAC2;SPOPL;APOE;NHLRC1;LDLR;C17orf97;LRP1;ARRB2;MAN1A1;MDM2;MGAT3;NEDD8;FURIN;UBQLN3;PRKN;VPS36;WAC;PCYOX1;DTL;PML;DNAJC10;TOLLIP;RNF111;RNF43;AUP1;ANKZF1;USP40;PPP2R5C;LAPTM4B;RNF130;PRKCG;NSFL1C;PSEN1;TRIM39;PSMA1;UGGT1;PSMB5;PSMB8;PSMB9;CCDC47;PSMD4;PSMD13;PTK2;HECW2;KLHL42;CCAR2;MAGEF1;KLHL25;FBXW4;FBXL17;AURKA;ELOB;TGFB1I1;HSP90B1;TTC3;UBE2D1;UBE2G1;UBE2I;UBE3A;USP1;USP7;BAG6;VPS37B;DNAJB14;RNF34;DCAF11;NDFIP1;CLPP;CANX;CAPN2;AXIN1;BAP1;ITCH;LONP2;SPOP;QRICH2;USP42;ZNRF3;ASCC2;DDI2;CUL4A;CUL3;USP38;USP32;LNX1;AGBL4;ENC1;CBFA2T3;EIF3H;CTSF;SQSTM1;USP13;MVB12B;UBE3B;BRSK2;RNF8;ZFAND2A;ZNF598;SPSB3;USP8;MTA1;TMEM129;SPSB4;UBE2L6;TRIP12;TRIP4;FBXO44;VPS4B;NR1D1;UBE3C;USP34;CD81;RNF144A;KEAP1;CUL7
GO:2000689,BP,actomyosin contractile ring assembly actin filament organization,1,1,0.408791532242664,1,PLEC
GO:0150079,BP,negative regulation of neuroinflammatory response,18,4,0.408868880439781,1,SYT11;TAFA3;LDLR;CST7;NR1D1
GO:0060488,BP,orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis,1,1,0.409039846685699,1,CELSR1
GO:0060489,BP,planar dichotomous subdivision of terminal units involved in lung branching morphogenesis,1,1,0.409039846685699,1,CELSR1
GO:0060490,BP,lateral sprouting involved in lung morphogenesis,1,1,0.409039846685699,1,CELSR1
GO:1902528,BP,regulation of protein linear polyubiquitination,1,1,0.409150326318886,1,PRKN
GO:1902530,BP,positive regulation of protein linear polyubiquitination,1,1,0.409150326318886,1,PRKN
GO:1900383,BP,regulation of synaptic plasticity by receptor localization to synapse,1,1,0.409177957534412,1,ANKS1B
GO:0030388,BP,fructose 1,6-bisphosphate metabolic process,10,3,0.40921683180778,1,ALDOA;ALDOC;PFKP
GO:0072595,BP,maintenance of protein localization in organelle,42,11,0.409222140819853,1,KDELR1;KDELR2;RER1;PARK7;AKT1;SYNE1;SUN1;MORC3;HK2;ARL2;PML;PDIA2
GO:0097536,BP,thymus epithelium morphogenesis,2,1,0.409277514447413,1,FOXN1
GO:0036116,BP,long-chain fatty-acyl-CoA catabolic process,1,1,0.409454518276785,1,ACOT7
GO:0003026,BP,regulation of systemic arterial blood pressure by aortic arch baroreceptor feedback,1,1,0.409509884622703,1,ASIC2
GO:0045987,BP,positive regulation of smooth muscle contraction,31,8,0.409540506680861,1,ADA;CHRM3;ABAT;CTTN;F2R;GHSR;NPY2R;TACR3
GO:1903008,BP,organelle disassembly,106,27,0.409691360513322,1,DNM1L;OPTN;PARK7;GABARAP;KIF19;PLK5;RETREG3;EIF2D;CTTN;MTIF3;ATG14;ATP13A2;HTRA2;GSK3A;HK2;KIF5B;PRKN;TEX264;VPS13D;AMBRA1;WDR45B;SREBF1;TP53;TSC2;FZD5;ATG9A;ULK1;SQSTM1;ATG12
GO:0031549,BP,negative regulation of brain-derived neurotrophic factor receptor signaling pathway,1,1,0.409759256419211,1,FSTL4
GO:0002682,BP,regulation of immune system process,1287,291,0.40980896781686,1,ADA;PARP3;DNM1L;ADAM10;CDK6;FLOT1;NOD1;MERTK;CXCL13;RBCK1;TOB2;MALT1;RIPK3;BTN3A2;GLMN;CORO1A;IRAK3;PADI2;IL17F;CD300A;PARK7;PGLYRP2;FCRL3;TNFRSF13C;CLC;SLC15A4;CCR1;CCR7;CMKLR1;ZPBP2;CNR1;CNR2;FCRLB;MAP3K8;ADORA1;CRKL;CRP;ZBTB46;CSK;LACC1;LRFN5;PIK3R6;GCSAML;DCST1;CTSH;DAB2IP;CYBA;ZFPM1;DHX9;CFD;COCH;DHX36;NLRP6;DLG1;ANO6;NLRC3;UNC13D;EPHB2;AKT1;ETS1;F7;FANCA;PTK2B;FBN1;FCN1;FCN2;ZBTB1;ACIN1;FOXO3;LRCH1;GRAMD4;RFTN1;SYT11;SLC7A11;SHPK;FYB1;FYN;XRCC6;GABPA;ZNF683;RHBDD3;IL4I1;SIN3A;BLOC1S6;GFI1;LAT;FOXP1;SIT1;STK39;GLI3;IFNL1;TAFA3;GPX1;TMEM176B;RGCC;DROSHA;BLNK;ZDHHC1;HCK;HLA-DMB;HLA-DPB1;HLA-DQB1;HLA-DQB2;HLA-DRA;HLA-DRB1;HLA-E;HLA-F;HLA-G;HOXA7;HOXB8;APCS;HRAS;HSPA1A;HSP90AA1;APOA1;ICAM1;APOE;IGF2;IL2;IL12A;IL12RB1;INPP5D;IRAK2;IRF7;ITGB2;ITPKB;JUN;KCNN4;KRT1;CLEC12B;BLOC1S3;LAMP1;LCK;LDLR;LGALS1;MYO18A;LMO1;LYN;ARRB2;MICB;MIF;MITF;MLH1;MMP8;MMP14;MNDA;MSH2;MYC;NCK1;ATM;NFATC2;NFKBIA;NFKBIL1;NME2;ROR2;FURIN;PAK1;TRAT1;LEF1;HERC5;PDE4B;PDE4D;YTHDF2;KLF13;PGF;PIK3R1;PLA2G5;IL17D;PLD2;SIAE;SHLD2;PAF1;BTN2A3P;LIME1;BANK1;RNF31;TMEM176A;SMPD3;LYAR;PRKCA;PRKCE;PRKCH;PRKCZ;MAPK1;MAPK8;MAPK10;MAP2K6;MAP2K7;AZGP1;CCL28;PSEN1;GPR137;HMCES;ZMIZ1;BAD;PTGER4;PTK2;WDFY1;SH3RF1;PTPRS;NECTIN2;CACTIN;SELENOK;RAP1A;RB1;TRPV4;TRIM27;RORA;BLK;NOD2;SFRP1;BMI1;BMP4;SLC7A1;SOS1;SOX12;SPI1;SRC;ZFP36L1;STAT1;STK10;STXBP2;TAL1;TEC;THBS4;THPO;THY1;TNF;C1R;C3;TRAF2;C4BPA;C5;CCR2;VAV2;YES1;ZAP70;ZFP36;ZNF16;ZBTB16;FZD5;TNIP2;BAG6;RHBDF2;TNIP3;NR4A3;ZC3H12A;PDCD1LG2;NDFIP1;SLC7A5;ITCH;MAD1L1;NLRC5;PRXL2A;CARD11;CUL4A;FOXN1;TTBK1;LOXL3;DGKZ;CST7;FCN3;SCIN;RUNX1;RUNX3;FADD;IL1RL2;IL18R1;LDB1;RAB29;WNT3A;TRIM15;MCU;SART1;DNAJA3;ACVR1B;CD1D;CD1E;DDX21;ACVR2A;CD4;CD5;DLG5;MFHAS1;CD8B;BPIFB1;GPR55;LPXN;TNFSF8;AIM2;CD36;CD38;BCAR1;NR1D1;CD47;CD48;CTR9;PUM1;CD81;RIPOR2;TOX;MATR3
GO:1900827,BP,positive regulation of membrane depolarization during cardiac muscle cell action potential,1,1,0.409842461440678,1,ANK3
GO:0002930,BP,trabecular meshwork development,2,1,0.409890567079987,1,CYP1B1
GO:0097066,BP,response to thyroid hormone,25,7,0.409897812606142,1,CTSB;CTSH;F7;AKR1B1;GHSR;GCLC;ANXA2
GO:0106300,BP,protein-DNA covalent cross-linking repair,6,2,0.409960808381778,1,TEX264;FAM111A
GO:0050730,BP,regulation of peptidyl-tyrosine phosphorylation,255,64,0.409983957767748,1,SH2B3;TNK2;RACK1;CD300A;IL22RA2;CNTN1;ADORA1;CSPG4;DGKQ;DLG4;DOCK3;DVL2;EFNA1;EFNA5;EGFR;DMTN;PTK2B;FGF8;INPP5F;FYN;GHR;IFNL1;NRG1;EHD4;ICAM1;IGF2;IL2;IL11;IL12A;ISL1;ITGB2;JAK2;LYN;ARRB2;MIF;NEDD9;PDGFB;ENPP2;NCAPG2;BANK1;PRKCE;PRKCZ;PDGFC;PSEN1;PTK6;NOD2;SFRP1;BMP6;SPINK1;SRC;TEC;TGFA;THBS4;THY1;TNF;TP53;YES1;SH3BP5L;CCK;WNT3A;NEURL1;CD4;SH3BP5;CD36;CD44;CD81
GO:0021511,BP,spinal cord patterning,18,6,0.409995609642059,1,DBX1;FOXN4;GLI3;NKX2-2;DLL4;LHX3
GO:0070301,BP,cellular response to hydrogen peroxide,95,23,0.41002495966868,1,IL18BP;TRAP1;RACK1;RIPK3;PARK7;CYP1B1;ERN1;ETS1;FOXO3;KDM6B;RHOB;MDM2;MAP3K5;MET;PAX2;PDE8A;ANKZF1;PPP5C;SMPD3;SRC;TRPC6;TRPM2;PCGF2;NR4A3
GO:0099564,BP,modification of synaptic structure, modulating synaptic transmission,1,1,0.410175686209688,1,BAIAP2
GO:0060559,BP,positive regulation of calcidiol 1-monooxygenase activity,3,1,0.410210865480787,1,TNF
GO:0035567,BP,non-canonical Wnt signaling pathway,69,21,0.410317720304788,1,GPC6;CSNK1D;PRICKLE2;DVL2;CELSR3;DAAM2;SPEF1;CCDC88C;ROR2;NLK;PLEKHA4;GRHL3;SFRP1;WNT7A;FZD5;WNT5B;VANGL1;FZD9;ZNRF3;CELSR1;MAGI2;CDC42
GO:0061326,BP,renal tubule development,89,27,0.410433693991652,1,COL4A1;DLG1;FGF8;WWTR1;KLHL3;GDNF;GLI3;FMN1;ILK;TACSTD2;MYC;PAX2;PBX1;KIF26B;PTCH1;SIX1;BMP4;STAT1;TFAP2B;WNT7B;WNT2B;PAX8;IRX1;CALB1;GREB1L;DCHS1;MTSS1
GO:0061622,BP,glycolytic process through glucose-1-phosphate,2,1,0.410487165394352,1,GALK1
GO:0048384,BP,retinoic acid receptor signaling pathway,31,10,0.410522782668114,1,CRKL;CTBP2;ESRRG;PML;RARB;RXRB;RXRG;TBX1;ACTN4;ALDH1A2
GO:0098743,BP,cell aggregation,24,7,0.410658251393363,1,COL2A1;COL11A1;FGF4;ROR2;BMP1;SOX5;THRA;WNT7A
GO:0038061,BP,NIK/NF-kappaB signaling,134,29,0.410675357278587,1,NOD1;RBCK1;MALT1;RIPK3;C1QTNF4;EDARADD;TRIM40;AGO3;EGFR;NLRC3;AKT1;ALK;ILK;LIMS1;MIR9-1;MMP8;NFKB2;NFKBIA;LIME1;UACA;RELB;NOD2;SPI1;TNF;TRAF2;ZC3H12A;ZFP91;ACTN4;IL18R1;MAP3K14;TRAF4
GO:0021813,BP,cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration,1,1,0.410704613156828,1,DAB1
GO:0099565,BP,chemical synaptic transmission, postsynaptic,102,30,0.410745236446714,1,BAIAP2;CHRNA5;CHRNB4;SEZ6;ADORA1;DLG4;ABAT;AKT1;PTK2B;NLGN1;RIMS1;CUX2;GLRA1;GRIN1;GRIN2A;GRIN2B;GSK3A;ARRB2;NPY2R;OPRM1;P2RX3;SHANK1;SSH1;PPP3CA;PRKCZ;CELF4;RGS4;SLC8A3;TRPV1;WNT7A;SHANK3
GO:0002265,BP,astrocyte activation involved in immune response,4,2,0.410805553577621,1,LRP1;PSEN1
GO:0036525,BP,protein deglycation,2,1,0.410921344670495,1,PARK7
GO:0031125,BP,rRNA 3'-end processing,10,3,0.410947739595035,1,ERI2;EXOSC2;ERI1
GO:0060325,BP,face morphogenesis,27,9,0.41109422135388,1,COL1A1;TIPARP;ANKRD11;MMP2;LEF1;PDGFRA;SKI;TBX1;ARID5B
GO:0034205,BP,amyloid-beta formation,56,14,0.41121361431504,1,ADAM10;RTN3;ABCA7;SPON1;SLC2A13;EFNA1;ABCA2;GSK3A;LRRTM3;APOE;PSEN1;PSEN2;RTN1;TNF;ABCG1
GO:0007093,BP,mitotic cell cycle checkpoint signaling,127,32,0.411258749520361,1,CDK2;CDKN1B;CENPF;FOXN3;CHEK2;PLK5;BABAM1;MDM2;MSH2;ATM;WAC;DTL;PML;PPP1R10;TRIM39;RAD17;RPA2;RPL26;NABP1;BUB1;TP53;TPR;XPC;XRCC3;NABP2;HMGA2;CASP2;MAD1L1;ABRAXAS1;ZW10;BUB3;TRIP13;BABAM2;MDC1;KNTC1
GO:2001029,BP,regulation of cellular glucuronidation,1,1,0.411263120599253,1,PRKCE
GO:2001031,BP,positive regulation of cellular glucuronidation,1,1,0.411263120599253,1,PRKCE
GO:0006796,BP,phosphate-containing compound metabolic process,2594,650,0.411328700470981,1,ADA;SH2B3;PIGK;SH2D3C;PTPRU;AKAP9;CDK2;TENM1;TNK2;ADAM10;CDK6;FLOT1;GDF11;SPRY1;CDKN1B;AKAP8;CDKN1C;BCKDK;DLC1;RACK1;ADARB1;CDS1;PEMT;TAB1;MERTK;HTATIP2;CETP;NEK6;ADCY2;PDE10A;SLC26A1;NPFFR2;MALT1;ADCY3;MTMR11;FASTK;FERMT2;RBPMS;RIPK3;PTPN21;ADCY5;CIT;PWP1;GLMN;NUDT3;CHEK2;IRAK3;AKAP13;CD300A;PARK7;CHRM5;ACOT7;ADCY8;OSBPL5;OSBPL10;ADCY9;CKB;FCRL3;IL22RA2;NIBAN1;CLK1;CCR7;PLK5;CNP;CNTN1;ACMSD;ADK;TAMM41;MAP3K8;PRRC1;ADORA1;ATPSCKMT;UBLCP1;CLDN3;CPS1;CRKL;MYO3B;NEK7;STK35;PARP1;CSK;LACC1;CSNK1D;CSNK1G2;TTC7B;TTBK2;CSPG4;PIK3R6;CTBP1;MOB3C;CTPS1;PROM2;GDF7;UPP2;DAB2IP;GRK2;GRK3;AK8;ADSS2;DAB1;DGKA;DGKG;DGKQ;DAPK1;DAPK3;ADAL;PHOSPHO1;DCTD;SGMS2;NIM1K;BMPER;STKLD1;DLG1;DLG2;DLG4;DOCK3;DSCAM;DTYMK;DUSP5;DUSP6;DUSP7;DVL2;EFNA1;EFNA5;EGFR;EGR1;EIF2S1;ACSF3;ABCA2;FLCN;EMP2;ENO1;ENO2;C9orf72;DMTN;EPHA8;EPHB2;HIPK1;AK4;EPHB6;EPHX2;AKT1;ERG;ERN1;ABCA3;EYA3;ACSL1;ACSL3;PTK2B;FBLN1;AK9;NT5DC1;PPP1R35;FOXK1;FDFT1;FGF3;FGF4;FGF8;MAPK15;ALDOA;FGFR1;FHIT;PPM1E;AAK1;ATG14;INPP5F;SEPHS2;SEPHS1;RPIA;TPX2;EFR3B;MAST1;LIMCH1;ALDOC;MAST3;ERC1;TAB2;PASK;FLT4;CAMTA1;FN1;SIK3;PIP5K1C;ATP13A2;MLYCD;SLC44A1;HAAO;MORC3;PIGN;PLXNB2;PLA2G15;SHPK;ALK;SPDYA;ALPL;ALPP;ALPG;NEIL2;FYN;XRCC6;GK5;GAK;GALK1;SGMS1;WWTR1;ULK3;ACOT11;ABHD12;ZBTB20;GCDH;GCK;GCKR;GHR;LAT;PALD1;PGAP2;STK39;HDHD5;GNAQ;SLCO3A1;IFNL1;KSR2;PLA2G4D;NUDT7;LAMA1;RSPO1;DUSP28;GRK4;GRB10;RGCC;SSU72;GSK3A;GSTP1;ANXA2;HCK;HEXB;HUNK;NRG1;EHD4;HHEX;HK2;HLA-DRB1;HMGCS1;HRAS;HSPA2;HSPB1;BIRC5;HSP90AA1;APOA1;ICAM1;IDH1;NME9;APOE;IGF1R;IGF2;NMNAT3;IL2;IL11;IL12A;IL12RB2;FOXK2;ILK;IMPA2;INCENP;IDO1;INHBC;INPP4A;INPP5A;INPP5D;INPPL1;INSR;IRAK2;ISL1;ITGB2;ITPA;ITPKB;JAK1;JAK2;PTPRQ;CERKL;MAST4;SLC27A1;NHLRC1;KRAS;NUDT19;LCK;LDLR;LEPR;LHCGR;ARL2;LRP1;LRP5;GTF2H5;LTK;LYN;SMAD2;ARRB2;MAPT;MAP3K5;MET;MIF;MLLT1;CCDC88C;MTHFD1;MVD;MYLK;PPP1R12A;NCK1;ACLY;ATIC;ATM;NEDD9;NEK3;ATP1A1;NF1;NGF;NME2;NODAL;NOS1;NPM1;NTRK3;ROR2;ATP2B4;OGDH;ATP5F1A;OPRD1;P2RY1;PAFAH1B1;PAK1;PRKN;TNNI3K;HERC5;PIGP;NT5C3A;GMPR2;ZBTB7A;PDE1A;PDE2A;ATP5F1E;PDE4B;PRKAG2;PDE4C;PDE4D;IP6K2;CTDSPL2;PDE8A;PDGFB;NT5DC3;PDGFRA;PDK2;PDK4;ENPP2;NLK;UPB1;PFKFB2;PFKFB3;PFKP;ATP5PF;PGAM2;PGF;ATP6V1A;PHKB;PIK3R1;PIK3R2;PLA2G5;PLCB2;PLD2;PLEC;PRKAG3;PML;DNAJC10;SSH1;TOLLIP;CCNJ;PPEF2;APTX;PLPPR1;NCAPG2;ELOVL2;CYP2W1;RASIP1;LIME1;PPM1G;NMRK1;PPP1CC;BANK1;AVP;NADSYN1;PPP2R2A;PPP2R2B;PPP2R2C;PPP2R3A;PPP2R5C;FGGY;PPP2R5E;PPP6R3;PPP3CA;PI4K2B;AGPAT5;STYK1;PPP5C;ASPDH;SMPD3;BMP2K;PRR5;AMBRA1;PRKAA2;PRKACB;SCYL2;VAC14;PKIB;N4BP2;NAXD;PRKAR1B;OGDHL;PRKAR2B;PRKCA;PRKCE;PRKCG;PRKCH;PRKCZ;MAPK1;MAPK8;MAPK10;PDGFC;MAP2K3;MAP2K5;MAP2K6;MAP2K7;PARD3;INPP5E;PSEN1;BCCIP;PSKH1;AGPAT3;AGPAT4;PMEPA1;CHPT1;COQ8A;DOLPP1;BAD;CEMIP;TTC7A;CLK4;ABHD6;PTHLH;PTH1R;PPM1H;PTK2;RPTOR;PTK6;ALPK3;PITPNM2;ALS2;SPTBN4;PTPN3;PTPN7;PTPRE;PTPRF;PTPRG;PTPRM;PTPRN2;PTPRS;PTPRZ1;PCYT2;PYGL;CACTIN;RAD17;RAN;RANBP2;RAP1A;PLAAT4;RB1;RBL2;TRIM27;BRD2;PPCDC;ROBO1;RORA;BCR;RPS6KA2;BDNF;SERPINB3;BLK;RBKS;MCCC2;NOD2;SFRP1;MTMR14;SGK1;CCNI2;PLPPR2;SMYD3;TNS3;ST3GAL1;NT5DC2;BMP4;NADK;WNK2;BMP6;SLC8A1;SLC8A3;BMP8B;CAPRIN2;SPINK1;SRC;NEK4;STK3;AURKA;STK10;TAF7;TAL1;TBX1;BUB1;TEC;TEK;TFAP4;NR2F2;TGFA;THBS4;THPO;THY1;TNF;TNXB;TP53;C3;HSP90B1;TRAF2;TRIO;TRPC6;TSC2;TYK2;UCK2;UVRAG;VAV2;WARS1;YES1;LDLRAD4;ZAP70;ZNF16;DDR1;PTP4A1;FZD5;DBNDD1;CAMKV;ELOVL6;ADIPOR2;CCNJL;ARMT1;NEIL1;BORA;RPAP2;PLBD1;LPCAT1;ELOVL7;CALM1;ZC3H12A;DBF4B;CALM2;PDHX;DUSP16;ZFP91;SH3BP5L;PRRT1;ILKAP;HMGA2;CDK2AP1;TCL1A;CAMK2B;CAMK2G;SYMPK;CAPN2;AXIN1;ROPN1L;SNX25;STK40;PIP5K1B;DTNBP1;ULK1;BCAR3;NLRC5;FAR1;POMK;SPATC1L;CAMKK1;STK24;PGAP4;AKT1S1;CARD11;DYRK2;TTBK1;DGAT2;PLCD4;PARP10;MAP4K3;SERAC1;PIK3R3;DGKZ;DGKD;KNDC1;SSH2;PSKH2;PDXK;MKNK1;PLA2G4C;PLPP2;CDK13;CBFA2T3;RUNX3;PDE5A;TNKS;SLC4A4;TNK1;GALR2;CDKL1;DPM2;FGF17;CCK;LDB1;CCKBR;SYNJ2;SQSTM1;KYNU;CCND3;WNT3A;LIMD1;KALRN;CCNG2;MAP3K14;BRSK2;PPP1R3E;DIRAS3;LDB2;ACVR1B;NEURL1;DYRK1B;DGKI;MYADM;IDI2;MAP3K13;ACVR2A;CD4;HACD1;MFHAS1;PPT2;CAMK2N2;MAP4K4;SH3BP5;CD36;PIGL;SCARB1;SPTLC2;BAG4;MACROH2A1;H6PD;CDC42BPB;PRDX6;CD44;PITPNM1;TRAF4;AATK;PLCH2;LPIN2;RUBCN;CD81;HDAC4;CDA;PTDSS1;DNAJC6;CDK11B;MAGI2;PLPPR4;NUAK1;FIG4;CDC25B;GFPT2;CDC42
GO:1902866,BP,regulation of retina development in camera-type eye,1,1,0.411347050171338,1,CELF4
GO:2000412,BP,positive regulation of thymocyte migration,3,1,0.411373400716543,1,CCR2
